Index,Ticker,Company Name
S&P 500,EMN,Eastman Chemical Company
S&P 500,ETN,Eaton Corporation plc
S&P 500,EBAY,eBay Inc.
S&P 500,ECL,Ecolab Inc.
S&P 500,EIX,Edison International
S&P 500,EW,Edwards Lifesciences Corporation
S&P 500,EA,Electronic Arts Inc.
S&P 500,ELV,"Elevance Health, Inc."
S&P 500,EMR,Emerson Electric Co.
S&P 500,ENPH,"Enphase Energy, Inc."
S&P 500,ETR,Entergy Corporation
S&P 500,EOG,"EOG Resources, Inc."
S&P 500,EPAM,"EPAM Systems, Inc."
S&P 500,EQT,EQT Corporation
S&P 500,EFX,Equifax Inc.
S&P 500,EQIX,"Equinix, Inc."
S&P 500,EQR,Equity Residential
S&P 500,ERIE,Erie Indemnity Company
S&P 500,ESS,"Essex Property Trust, Inc."
S&P 500,EL,The Estée Lauder Companies Inc.
S&P 500,EG,"Everest Group, Ltd."
S&P 500,EVRG,"Evergy, Inc."
S&P 500,ES,Eversource Energy
S&P 500,EXC,Exelon Corporation
S&P 500,EXPE,"Expedia Group, Inc."
S&P 500,EXPD,"Expeditors International of Washington, Inc."
S&P 500,EXR,Extra Space Storage Inc.
S&P 500,XOM,Exxon Mobil Corporation
S&P 500,FFIV,"F5, Inc."
S&P 500,FDS,FactSet Research Systems Inc.
S&P 500,FICO,Fair Isaac Corporation
S&P 500,FAST,Fastenal Company
S&P 500,FRT,Federal Realty Investment Trust
S&P 500,FDX,FedEx Corporation
S&P 500,FIS,"Fidelity National Information Services, Inc."
S&P 500,FITB,Fifth Third Bancorp
S&P 500,FSLR,"First Solar, Inc."
S&P 500,FE,FirstEnergy Corp.
S&P 500,FI,"Fiserv, Inc."
S&P 500,FMC,FMC Corporation
S&P 500,F,Ford Motor Company
S&P 500,FTNT,"Fortinet, Inc."
S&P 500,FTV,Fortive Corporation
S&P 500,FOXA,Fox Corporation
S&P 500,FOX,Fox Corporation
S&P 500,BEN,"Franklin Resources, Inc."
S&P 500,FCX,Freeport-McMoRan Inc.
S&P 500,GRMN,Garmin Ltd.
S&P 500,IT,"Gartner, Inc."
S&P 500,GE,GE Aerospace
S&P 500,GEHC,GE HealthCare Technologies Inc.
S&P 500,GEV,GE Vernova Inc.
S&P 500,GEN,Gen Digital Inc.
S&P 500,GNRC,Generac Holdings Inc.
S&P 500,GD,General Dynamics Corporation
S&P 500,GIS,"General Mills, Inc."
S&P 500,GM,General Motors Company
S&P 500,GPC,Genuine Parts Company
S&P 500,GILD,"Gilead Sciences, Inc."
S&P 500,GPN,Global Payments Inc.
S&P 500,GL,Globe Life Inc.
S&P 500,GDDY,GoDaddy Inc.
S&P 500,GS,"The Goldman Sachs Group, Inc."
S&P 500,HAL,Halliburton Company
S&P 500,HIG,"The Hartford Financial Services Group, Inc."
S&P 500,HAS,"Hasbro, Inc."
S&P 500,HCA,"HCA Healthcare, Inc."
S&P 500,DOC,"Healthpeak Properties, Inc."
S&P 500,HSIC,"Henry Schein, Inc."
S&P 500,HSY,The Hershey Company
S&P 500,HES,Hess Corporation
S&P 500,HPE,Hewlett Packard Enterprise Company
S&P 500,HLT,Hilton Worldwide Holdings Inc.
S&P 500,HOLX,"Hologic, Inc."
S&P 500,HD,"The Home Depot, Inc."
S&P 500,HON,Honeywell International Inc.
S&P 500,HRL,Hormel Foods Corporation
S&P 500,HST,"Host Hotels & Resorts, Inc."
S&P 500,HWM,Howmet Aerospace Inc.
S&P 500,HPQ,HP Inc.
S&P 500,HUBB,Hubbell Incorporated
S&P 500,HUM,Humana Inc.
S&P 500,HBAN,Huntington Bancshares Incorporated
S&P 500,HII,"Huntington Ingalls Industries, Inc."
S&P 500,IBM,International Business Machines Corporation
S&P 500,IEX,IDEX Corporation
S&P 500,IDXX,"IDEXX Laboratories, Inc."
S&P 500,ITW,Illinois Tool Works Inc.
S&P 500,INCY,Incyte Corporation
S&P 500,IR,Ingersoll Rand Inc.
S&P 500,PODD,Insulet Corporation
S&P 500,INTC,Intel Corporation
S&P 500,ICE,"Intercontinental Exchange, Inc."
S&P 500,IFF,International Flavors & Fragrances Inc.
S&P 500,IP,International Paper Company
S&P 500,IPG,"The Interpublic Group of Companies, Inc."
S&P 500,INTU,Intuit Inc.
S&P 500,ISRG,"Intuitive Surgical, Inc."
S&P 500,IVZ,Invesco Ltd.
S&P 500,INVH,Invitation Homes Inc.
S&P 500,IQV,IQVIA Holdings Inc.
S&P 500,IRM,Iron Mountain Incorporated
S&P 500,JBHT,"J.B. Hunt Transport Services, Inc."
S&P 500,JBL,Jabil Inc.
S&P 500,JKHY,"Jack Henry & Associates, Inc."
S&P 500,J,Jacobs Solutions Inc.
S&P 500,JNJ,Johnson & Johnson
S&P 500,JCI,Johnson Controls International plc
S&P 500,JPM,JPMorgan Chase & Co.
S&P 500,JNPR,"Juniper Networks, Inc."
S&P 500,K,Kellanova
S&P 500,KVUE,Kenvue Inc.
S&P 500,KDP,Keurig Dr Pepper Inc.
S&P 500,KEY,KeyCorp
S&P 500,KEYS,"Keysight Technologies, Inc."
S&P 500,KMB,Kimberly-Clark Corporation
S&P 500,KIM,Kimco Realty Corporation
S&P 500,KMI,"Kinder Morgan, Inc."
S&P 500,KKR,KKR & Co. Inc.
S&P 500,KLAC,KLA Corporation
S&P 500,KHC,The Kraft Heinz Company
S&P 500,KR,The Kroger Co.
S&P 500,LHX,"L3Harris Technologies, Inc."
S&P 500,LH,Labcorp Holdings Inc.
S&P 500,LRCX,Lam Research Corporation
S&P 500,LW,"Lamb Weston Holdings, Inc."
S&P 500,LVS,Las Vegas Sands Corp.
S&P 500,LDOS,"Leidos Holdings, Inc."
S&P 500,LEN,Lennar Corporation
S&P 500,LII,Lennox International Inc.
S&P 500,LLY,Eli Lilly and Company
S&P 500,LIN,Linde plc
S&P 500,LYV,"Live Nation Entertainment, Inc."
S&P 500,LKQ,LKQ Corporation
S&P 500,LMT,Lockheed Martin Corporation
S&P 500,L,Loews Corporation
S&P 500,LOW,"Lowe's Companies, Inc."
S&P 500,LULU,Lululemon Athletica Inc.
S&P 500,LYB,LyondellBasell Industries N.V.
S&P 500,MTB,M&T Bank Corporation
S&P 500,MPC,Marathon Petroleum Corporation
S&P 500,MKTX,MarketAxess Holdings Inc.
S&P 500,MAR,"Marriott International, Inc."
S&P 500,MMC,"Marsh & McLennan Companies, Inc."
S&P 500,MLM,"Martin Marietta Materials, Inc."
S&P 500,MAS,Masco Corporation
S&P 500,MA,Mastercard Incorporated
S&P 500,MTCH,"Match Group, Inc."
S&P 500,MKC,"McCormick & Company, Incorporated"
S&P 500,MCD,McDonald's Corporation
S&P 500,MCK,McKesson Corporation
S&P 500,MDT,Medtronic plc
S&P 500,MRK,"Merck & Co., Inc."
S&P 500,META,"Meta Platforms, Inc."
S&P 500,MET,"MetLife, Inc."
S&P 500,MTD,Mettler-Toledo International Inc.
S&P 500,MGM,MGM Resorts International
S&P 500,MCHP,Microchip Technology Incorporated
S&P 500,MU,"Micron Technology, Inc."
S&P 500,MSFT,Microsoft Corporation
S&P 500,MAA,"Mid-America Apartment Communities, Inc."
S&P 500,MRNA,"Moderna, Inc."
S&P 500,MHK,"Mohawk Industries, Inc."
S&P 500,MOH,"Molina Healthcare, Inc."
S&P 500,TAP,Molson Coors Beverage Company
S&P 500,MDLZ,"Mondelez International, Inc."
S&P 500,MPWR,"Monolithic Power Systems, Inc."
S&P 500,MNST,Monster Beverage Corporation
S&P 500,MCO,Moody's Corporation
S&P 500,MS,Morgan Stanley
S&P 500,MOS,The Mosaic Company
S&P 500,MSI,"Motorola Solutions, Inc."
S&P 500,MSCI,MSCI Inc.
S&P 500,NDAQ,"Nasdaq, Inc."
S&P 500,NTAP,"NetApp, Inc."
S&P 500,NFLX,"Netflix, Inc."
S&P 500,NEM,Newmont Corporation
S&P 500,NWSA,News Corporation
S&P 500,NWS,News Corporation
S&P 500,NEE,"NextEra Energy, Inc."
S&P 500,NKE,"NIKE, Inc."
S&P 500,NI,NiSource Inc.
S&P 500,NDSN,Nordson Corporation
S&P 500,NSC,Norfolk Southern Corporation
S&P 500,NTRS,Northern Trust Corporation
S&P 500,NOC,Northrop Grumman Corporation
S&P 500,NCLH,Norwegian Cruise Line Holdings Ltd.
S&P 500,NRG,"NRG Energy, Inc."
S&P 500,NUE,Nucor Corporation
S&P 500,NVDA,NVIDIA Corporation
S&P 500,NVR,"NVR, Inc."
S&P 500,NXPI,NXP Semiconductors N.V.
S&P 500,ORLY,"O'Reilly Automotive, Inc."
S&P 500,OXY,Occidental Petroleum Corporation
S&P 500,ODFL,"Old Dominion Freight Line, Inc."
S&P 500,OMC,Omnicom Group Inc.
S&P 500,ON,ON Semiconductor Corporation
S&P 500,OKE,"ONEOK, Inc."
S&P 500,ORCL,Oracle Corporation
S&P 500,OTIS,Otis Worldwide Corporation
S&P 500,PCAR,PACCAR Inc
S&P 500,PKG,Packaging Corporation of America
S&P 500,PLTR,Palantir Technologies Inc.
S&P 500,PANW,"Palo Alto Networks, Inc."
S&P 500,PARA,Paramount Global
S&P 500,PH,Parker-Hannifin Corporation
S&P 500,PAYX,"Paychex, Inc."
S&P 500,PAYC,"Paycom Software, Inc."
S&P 500,PYPL,"PayPal Holdings, Inc."
S&P 500,PNR,Pentair plc
S&P 500,PEP,"PepsiCo, Inc."
S&P 500,PFE,Pfizer Inc.
S&P 500,PCG,PG&E Corporation
S&P 500,PM,Philip Morris International Inc.
S&P 500,PSX,Phillips 66
S&P 500,PNW,Pinnacle West Capital Corporation
S&P 500,PNC,"The PNC Financial Services Group, Inc."
S&P 500,POOL,Pool Corporation
S&P 500,PPG,"PPG Industries, Inc."
S&P 500,PPL,PPL Corporation
S&P 500,PFG,"Principal Financial Group, Inc."
S&P 500,PG,The Procter & Gamble Company
S&P 500,PGR,The Progressive Corporation
S&P 500,PLD,"Prologis, Inc."
S&P 500,PRU,"Prudential Financial, Inc."
S&P 500,PEG,Public Service Enterprise Group Incorporated
S&P 500,PTC,PTC Inc.
S&P 500,PSA,Public Storage
S&P 500,PHM,"PulteGroup, Inc."
S&P 500,PWR,"Quanta Services, Inc."
S&P 500,QCOM,QUALCOMM Incorporated
S&P 500,DGX,Quest Diagnostics Incorporated
S&P 500,RL,Ralph Lauren Corporation
S&P 500,RJF,"Raymond James Financial, Inc."
S&P 500,RTX,RTX Corporation
S&P 500,O,Realty Income Corporation
S&P 500,REG,Regency Centers Corporation
S&P 500,REGN,"Regeneron Pharmaceuticals, Inc."
S&P 500,RF,Regions Financial Corporation
S&P 500,RSG,"Republic Services, Inc."
S&P 500,RMD,ResMed Inc.
S&P 500,RVTY,"Revvity, Inc."
S&P 500,ROK,"Rockwell Automation, Inc."
S&P 500,ROL,"Rollins, Inc."
S&P 500,ROP,"Roper Technologies, Inc."
S&P 500,ROST,"Ross Stores, Inc."
S&P 500,RCL,Royal Caribbean Cruises Ltd.
S&P 500,SPGI,S&P Global Inc.
S&P 500,CRM,"Salesforce, Inc."
S&P 500,SBAC,SBA Communications Corporation
S&P 500,SLB,Schlumberger Limited
S&P 500,STX,Seagate Technology Holdings plc
S&P 500,SRE,Sempra
S&P 500,NOW,"ServiceNow, Inc."
S&P 500,SHW,The Sherwin-Williams Company
S&P 500,SPG,"Simon Property Group, Inc."
S&P 500,SWKS,"Skyworks Solutions, Inc."
S&P 500,SJM,The J. M. Smucker Company
S&P 500,SW,Smurfit Westrock Plc
S&P 500,SNA,Snap-on Incorporated
S&P 500,SOLV,Solventum Corporation
S&P 500,SO,The Southern Company
S&P 500,LUV,Southwest Airlines Co.
S&P 500,SWK,"Stanley Black & Decker, Inc."
S&P 500,SBUX,Starbucks Corporation
S&P 500,STT,State Street Corporation
S&P 500,STLD,"Steel Dynamics, Inc."
S&P 500,STE,STERIS plc
S&P 500,SYK,Stryker Corporation
S&P 500,SMCI,"Super Micro Computer, Inc."
S&P 500,SYF,Synchrony Financial
S&P 500,SNPS,"Synopsys, Inc."
S&P 500,SYY,Sysco Corporation
S&P 500,TMUS,"T-Mobile US, Inc."
S&P 500,TROW,"T. Rowe Price Group, Inc."
S&P 500,TTWO,"Take-Two Interactive Software, Inc."
S&P 500,TPR,"Tapestry, Inc."
S&P 500,TRGP,Targa Resources Corp.
S&P 500,TGT,Target Corporation
S&P 500,TEL,TE Connectivity plc
S&P 500,TDY,Teledyne Technologies Incorporated
S&P 500,TFX,Teleflex Incorporated
S&P 500,TER,"Teradyne, Inc."
S&P 500,TSLA,"Tesla, Inc."
S&P 500,TXN,Texas Instruments Incorporated
S&P 500,TPL,Texas Pacific Land Corporation
S&P 500,TXT,Textron Inc.
S&P 500,TMO,Thermo Fisher Scientific Inc.
S&P 500,TJX,"The TJX Companies, Inc."
S&P 500,TSCO,Tractor Supply Company
S&P 500,TT,Trane Technologies plc
S&P 500,TDG,TransDigm Group Incorporated
S&P 500,TRV,"The Travelers Companies, Inc."
S&P 500,TRMB,Trimble Inc.
S&P 500,TFC,Truist Financial Corporation
S&P 500,TYL,"Tyler Technologies, Inc."
S&P 500,TSN,"Tyson Foods, Inc."
S&P 500,USB,U.S. Bancorp
S&P 500,UBER,"Uber Technologies, Inc."
S&P 500,UDR,"UDR, Inc."
S&P 500,ULTA,"Ulta Beauty, Inc."
S&P 500,UNP,Union Pacific Corporation
S&P 500,UAL,"United Airlines Holdings, Inc."
S&P 500,UPS,"United Parcel Service, Inc."
S&P 500,URI,"United Rentals, Inc."
S&P 500,UNH,UnitedHealth Group Incorporated
S&P 500,UHS,"Universal Health Services, Inc."
S&P 500,VLO,Valero Energy Corporation
S&P 500,VTR,"Ventas, Inc."
S&P 500,VLTO,Veralto Corporation
S&P 500,VRSN,"VeriSign, Inc."
S&P 500,VRSK,"Verisk Analytics, Inc."
S&P 500,VZ,Verizon Communications Inc.
S&P 500,VRTX,Vertex Pharmaceuticals Incorporated
S&P 500,VTRS,Viatris Inc.
S&P 500,VICI,VICI Properties Inc.
S&P 500,V,Visa Inc.
S&P 500,VST,Vistra Corp.
S&P 500,VMC,Vulcan Materials Company
S&P 500,WRB,W. R. Berkley Corporation
S&P 500,GWW,"W.W. Grainger, Inc."
S&P 500,WAB,Westinghouse Air Brake Technologies Corporation
S&P 500,WBA,"Walgreens Boots Alliance, Inc."
S&P 500,WMT,Walmart Inc.
S&P 500,DIS,The Walt Disney Company
S&P 500,WBD,"Warner Bros. Discovery, Inc."
S&P 500,WM,"Waste Management, Inc."
S&P 500,WAT,Waters Corporation
S&P 500,WEC,"WEC Energy Group, Inc."
S&P 500,WFC,Wells Fargo & Company
S&P 500,WELL,Welltower Inc.
S&P 500,WST,"West Pharmaceutical Services, Inc."
S&P 500,WDC,Western Digital Corporation
S&P 500,WY,Weyerhaeuser Company
S&P 500,WMB,"The Williams Companies, Inc."
S&P 500,WTW,Willis Towers Watson Public Limited Company
S&P 500,WDAY,"Workday, Inc."
S&P 500,WYNN,"Wynn Resorts, Limited"
S&P 500,XEL,Xcel Energy Inc.
S&P 500,XYL,Xylem Inc.
S&P 500,YUM,"Yum! Brands, Inc."
S&P 500,ZBRA,Zebra Technologies Corporation
S&P 500,ZBH,"Zimmer Biomet Holdings, Inc."
S&P 500,ZTS,Zoetis Inc.
Hang Seng,0005.HK,HSBC HOLDINGS
Hang Seng,0011.HK,HANG SENG BANK
Hang Seng,0388.HK,HKEX
Hang Seng,0939.HK,CCB
Hang Seng,1299.HK,AIA
Hang Seng,1398.HK,ICBC
Hang Seng,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
Hang Seng,2388.HK,BOC Hong Kong (Holdings) Limited
Hang Seng,2628.HK,China Life Insurance Company Limited
Hang Seng,3968.HK,"China Merchants Bank Co., Ltd."
Hang Seng,3988.HK,Bank of China Limited
Hang Seng,0002.HK,CLP HOLDINGS
Hang Seng,0003.HK,HK & CHINA GAS
Hang Seng,0006.HK,POWER ASSETS
Hang Seng,0836.HK,CHINA RES POWER
Hang Seng,1038.HK,CKI HOLDINGS
Hang Seng,2688.HK,ENN Energy Holdings Limited
Hang Seng,0012.HK,HENDERSON LAND
Hang Seng,0016.HK,SHK PPT
Hang Seng,0017.HK,NEW WORLD DEV
Hang Seng,0101.HK,HANG LUNG PPT
Hang Seng,0688.HK,CHINA OVERSEAS
Hang Seng,0823.HK,LINK REIT
Hang Seng,0960.HK,LONGFOR GROUP
Hang Seng,1109.HK,CHINA RES LAND
Hang Seng,1113.HK,CK ASSET
Hang Seng,1209.HK,CHINA RES MIXC
Hang Seng,1997.HK,Wharf Real Estate Investment Company Limited
Hang Seng,6098.HK,Country Garden Services Holdings Company Limited
Hang Seng,0001.HK,CK Hutchison Holdings Limited
Hang Seng,0027.HK,GALAXY ENT
Hang Seng,0066.HK,MTR CORPORATION
Hang Seng,0175.HK,GEELY AUTO
Hang Seng,0241.HK,ALI HEALTH
Hang Seng,0267.HK,CITIC
Hang Seng,0288.HK,WH GROUP
Hang Seng,0291.HK,CHINA RES BEER
Hang Seng,0316.HK,OOIL
Hang Seng,0322.HK,TINGYI
Hang Seng,0386.HK,SINOPEC CORP
Hang Seng,0669.HK,TECHTRONIC IND
Hang Seng,0700.HK,TENCENT
Hang Seng,0762.HK,CHINA UNICOM
Hang Seng,0857.HK,PETROCHINA
Hang Seng,0868.HK,XINYI GLASS
Hang Seng,0881.HK,ZHONGSHENG HLDG
Hang Seng,0883.HK,CNOOC
Hang Seng,0941.HK,CHINA MOBILE
Hang Seng,0968.HK,XINYI SOLAR
Hang Seng,0981.HK,SMIC
Hang Seng,0992.HK,LENOVO GROUP
Hang Seng,1044.HK,HENGAN INT'L
Hang Seng,1088.HK,CHINA SHENHUA
Hang Seng,1093.HK,CSPC PHARMA
Hang Seng,1099.HK,SINOPHARM
Hang Seng,1177.HK,SINO BIOPHARM
Hang Seng,1211.HK,BYD COMPANY
Hang Seng,1378.HK,CHINAHONGQIAO
Hang Seng,1810.HK,XIAOMI-W
Hang Seng,1876.HK,BUD APAC
Hang Seng,1928.HK,SANDS CHINA LTD
Hang Seng,1929.HK,CHOW TAI FOOK
Hang Seng,2015.HK,Li Auto Inc.
Hang Seng,2020.HK,ANTA Sports Products Limited
Hang Seng,2269.HK,WuXi Biologics (Cayman) Inc.
Hang Seng,2313.HK,Shenzhou International Group Holdings Limited
Hang Seng,2319.HK,China Mengniu Dairy Company Limited
Hang Seng,2331.HK,Li Ning Company Limited
Hang Seng,2359.HK,"WuXi AppTec Co., Ltd."
Hang Seng,2382.HK,Sunny Optical Technology (Group) Company Limited
Hang Seng,2899.HK,Zijin Mining Group Company Limited
Hang Seng,3690.HK,Meituan
Hang Seng,3692.HK,Hansoh Pharmaceutical Group Company Limited
Hang Seng,6618.HK,JD Health International Inc.
Hang Seng,6690.HK,"Haier Smart Home Co., Ltd."
Hang Seng,6862.HK,Haidilao International Holding Ltd.
Hang Seng,9618.HK,"JD.com, Inc."
Hang Seng,9633.HK,"Nongfu Spring Co., Ltd."
Hang Seng,9888.HK,"Baidu, Inc."
Hang Seng,9961.HK,Trip.com Group Limited
Hang Seng,9988.HK,Alibaba Group Holding Limited
Hang Seng,9999.HK,"NetEase, Inc."
Nikkei 225,9202.T,ANA Holdings Inc.
Nikkei 225,9201.T,"Japan Airlines Co., Ltd."
Nikkei 225,7205.T,"Hino Motors, Ltd."
Nikkei 225,7267.T,"Honda Motor Co., Ltd."
Nikkei 225,7202.T,Isuzu Motors Limited
Nikkei 225,7261.T,Mazda Motor Corporation
Nikkei 225,7211.T,Mitsubishi Motors Corporation
Nikkei 225,7201.T,"Nissan Motor Co., Ltd."
Nikkei 225,7270.T,Subaru Corporation
Nikkei 225,7269.T,Suzuki Motor Corporation
Nikkei 225,7203.T,Toyota Motor Corporation
Nikkei 225,7272.T,"Yamaha Motor Co., Ltd."
Nikkei 225,8304.T,"Aozora Bank, Ltd."
Nikkei 225,8331.T,"The Chiba Bank, Ltd."
Nikkei 225,7186.T,"Concordia Financial Group, Ltd."
Nikkei 225,8354.T,"Fukuoka Financial Group, Inc."
Nikkei 225,8306.T,"Mitsubishi UFJ Financial Group, Inc."
Nikkei 225,8411.T,"Mizuho Financial Group, Inc."
Nikkei 225,8308.T,"Resona Holdings, Inc."
Nikkei 225,5831.T,"Shizuoka Financial Group,Inc."
Nikkei 225,8316.T,"Sumitomo Mitsui Financial Group, Inc."
Nikkei 225,8309.T,"Sumitomo Mitsui Trust Group, Inc."
Nikkei 225,3407.T,Asahi Kasei Corporation
Nikkei 225,4061.T,Denka Company Limited
Nikkei 225,4631.T,DIC Corporation
Nikkei 225,4901.T,FUJIFILM Holdings Corporation
Nikkei 225,4452.T,Kao Corporation
Nikkei 225,3405.T,"Kuraray Co., Ltd."
Nikkei 225,4188.T,Mitsubishi Chemical Group Corporation
Nikkei 225,4183.T,"Mitsui Chemicals, Inc."
Nikkei 225,4021.T,Nissan Chemical Corporation
