Ticker,Company Name,Market Cap,P/E Ratio,Dividend Yield,Sector,Industry,Currency,Market Cap USD,Market
GDDY,GoDaddy Inc.,30031040512.0,17.181526,,Technology,Software - Infrastructure,USD,30031040512.0,S&P 500
GS,"The Goldman Sachs Group, Inc.",197874614272.0,15.722249,0.021,Financial Services,Capital Markets,USD,197874614272.0,S&P 500
HAL,Halliburton Company,23166099456.0,9.318022,0.023,Energy,Oil & Gas Equipment & Services,USD,23166099456.0,S&P 500
HIG,"The Hartford Financial Services Group, Inc.",32902629376.0,11.384152,0.0183,Financial Services,Insurance - Property & Casualty,USD,32902629376.0,S&P 500
HAS,"Hasbro, Inc.",8167782912.0,,0.0478,Consumer Cyclical,Leisure,USD,8167782912.0,S&P 500
HCA,"HCA Healthcare, Inc.",82985156608.0,14.878292,0.0081,Healthcare,Medical Care Facilities,USD,82985156608.0,S&P 500
DOC,"Healthpeak Properties, Inc.",14135742464.0,41.244896,0.0594,Real Estate,REIT - Healthcare Facilities,USD,14135742464.0,S&P 500
HSIC,"Henry Schein, Inc.",9958272000.0,32.73361,,Healthcare,Medical Distribution,USD,9958272000.0,S&P 500
HSY,The Hershey Company,30197436416.0,17.152874,0.0367,Consumer Defensive,Confectioners,USD,30197436416.0,S&P 500
HES,Hess Corporation,44726411264.0,16.146832,0.0138,Energy,Oil & Gas E&P,USD,44726411264.0,S&P 500
HPE,Hewlett Packard Enterprise Company,28490049536.0,11.222798,0.024,Technology,Communication Equipment,USD,28490049536.0,S&P 500
HLT,Hilton Worldwide Holdings Inc.,61903052800.0,54.37473,0.0023999999,Consumer Cyclical,Lodging,USD,61903052800.0,S&P 500
HOLX,"Hologic, Inc.",16118881280.0,21.509037,,Healthcare,Medical Instruments & Supplies,USD,16118881280.0,S&P 500
HD,"The Home Depot, Inc.",410676133888.0,28.085598,0.0218,Consumer Cyclical,Home Improvement Retail,USD,410676133888.0,S&P 500
HON,Honeywell International Inc.,143737094144.0,25.495964,0.020399999,Industrials,Conglomerates,USD,143737094144.0,S&P 500
HRL,Hormel Foods Corporation,16569211904.0,20.530613,0.0365,Consumer Defensive,Packaged Foods,USD,16569211904.0,S&P 500
HST,"Host Hotels & Resorts, Inc.",11754497024.0,16.106796,0.0482,Real Estate,REIT - Hotel & Motel,USD,11754497024.0,S&P 500
HWM,Howmet Aerospace Inc.,51335139328.0,48.600002,0.0032,Industrials,Aerospace & Defense,USD,51335139328.0,S&P 500
HPQ,HP Inc.,30581594112.0,11.604982,0.028199999,Technology,Computer Hardware,USD,30581594112.0,S&P 500
HUBB,Hubbell Incorporated,22418704384.0,30.029474,0.0126,Industrials,Electrical Equipment & Parts,USD,22418704384.0,S&P 500
HUM,Humana Inc.,35428528128.0,25.696945,0.012,Healthcare,Healthcare Plans,USD,35428528128.0,S&P 500
HBAN,Huntington Bancshares Incorporated,24958998528.0,14.0737705,0.0368,Financial Services,Banks - Regional,USD,24958998528.0,S&P 500
HII,"Huntington Ingalls Industries, Inc.",7547650560.0,10.891587,0.027999999,Industrials,Aerospace & Defense,USD,7547650560.0,S&P 500
IBM,International Business Machines Corporation,211401588736.0,35.61215,0.0292,Technology,Information Technology Services,USD,211401588736.0,S&P 500
IEX,IDEX Corporation,16574315520.0,33.882355,0.0126,Industrials,Specialty Industrial Machinery,USD,16574315520.0,S&P 500
IDXX,"IDEXX Laboratories, Inc.",34289219584.0,40.498066,,Healthcare,Diagnostics & Research,USD,34289219584.0,S&P 500
ITW,Illinois Tool Works Inc.,75709014016.0,22.1782,0.0234,Industrials,Specialty Industrial Machinery,USD,75709014016.0,S&P 500
INCY,Incyte Corporation,14202158080.0,819.1111,,Healthcare,Biotechnology,USD,14202158080.0,S&P 500
IR,Ingersoll Rand Inc.,36754694144.0,44.487804,0.00090000004,Industrials,Specialty Industrial Machinery,USD,36754694144.0,S&P 500
PODD,Insulet Corporation,19437824000.0,47.207836,,Healthcare,Medical Devices,USD,19437824000.0,S&P 500
INTC,Intel Corporation,85181751296.0,,0.0224,Technology,Semiconductors,USD,85181751296.0,S&P 500
ICE,"Intercontinental Exchange, Inc.",90272112640.0,37.344418,0.0114,Financial Services,Financial Data & Stock Exchanges,USD,90272112640.0,S&P 500
IFF,International Flavors & Fragrances Inc.,21988651008.0,,0.0186,Basic Materials,Specialty Chemicals,USD,21988651008.0,S&P 500
IP,International Paper Company,20142714880.0,49.555557,0.0319,Consumer Cyclical,Packaging & Containers,USD,20142714880.0,S&P 500
IPG,"The Interpublic Group of Companies, Inc.",10720982016.0,13.575473,0.045900002,Communication Services,Advertising Agencies,USD,10720982016.0,S&P 500
INTU,Intuit Inc.,165987975168.0,57.796295,0.0061000003,Technology,Software - Application,USD,165987975168.0,S&P 500
ISRG,"Intuitive Surgical, Inc.",203987288064.0,89.34634,,Healthcare,Medical Instruments & Supplies,USD,203987288064.0,S&P 500
IVZ,Invesco Ltd.,8512000000.0,16.101696,0.0462,Financial Services,Asset Management,USD,8512000000.0,S&P 500
INVH,Invitation Homes Inc.,18788626432.0,42.59722,0.0378,Real Estate,REIT - Residential,USD,18788626432.0,S&P 500
IQV,IQVIA Holdings Inc.,35949707264.0,26.027596,,Healthcare,Diagnostics & Research,USD,35949707264.0,S&P 500
IRM,Iron Mountain Incorporated,29525010432.0,279.4722,0.028399998,Real Estate,REIT - Specialty,USD,29525010432.0,S&P 500
JBHT,"J.B. Hunt Transport Services, Inc.",17288421376.0,30.978376,0.0092,Industrials,Integrated Freight & Logistics,USD,17288421376.0,S&P 500
JBL,Jabil Inc.,17632944128.0,15.215501,0.0022,Technology,Electronic Components,USD,17632944128.0,S&P 500
JKHY,"Jack Henry & Associates, Inc.",12615392256.0,31.668499,0.0127,Technology,Information Technology Services,USD,12615392256.0,S&P 500
J,Jacobs Solutions Inc.,17022572544.0,28.65553,0.0083,Industrials,Engineering & Construction,USD,17022572544.0,S&P 500
JNJ,Johnson & Johnson,363911774208.0,26.105352,0.0335,Healthcare,Drug Manufacturers - General,USD,363911774208.0,S&P 500
JCI,Johnson Controls International plc,50355400704.0,36.673077,0.0194,Industrials,Building Products & Equipment,USD,50355400704.0,S&P 500
JPM,JPMorgan Chase & Co.,745784147968.0,13.497721,0.0202,Financial Services,Banks - Diversified,USD,745784147968.0,S&P 500
JNPR,"Juniper Networks, Inc.",11637778432.0,46.250004,0.025,Technology,Communication Equipment,USD,11637778432.0,S&P 500
K,Kellanova,28185952256.0,27.347824,0.0279,Consumer Defensive,Packaged Foods,USD,28185952256.0,S&P 500
KVUE,Kenvue Inc.,40856809472.0,38.745453,0.0385,Consumer Defensive,Household & Personal Products,USD,40856809472.0,S&P 500
KDP,Keurig Dr Pepper Inc.,43216498688.0,19.192772,0.028900001,Consumer Defensive,Beverages - Non-Alcoholic,USD,43216498688.0,S&P 500
KEY,KeyCorp,19556978688.0,,0.0448,Financial Services,Banks - Regional,USD,19556978688.0,S&P 500
KEYS,"Keysight Technologies, Inc.",29105436672.0,47.821022,,Technology,Scientific & Technical Instruments,USD,29105436672.0,S&P 500
KMB,Kimberly-Clark Corporation,43024506880.0,17.174833,0.037100002,Consumer Defensive,Household & Personal Products,USD,43024506880.0,S&P 500
KIM,Kimco Realty Corporation,15112896512.0,41.518517,0.0446,Real Estate,REIT - Retail,USD,15112896512.0,S&P 500
KMI,"Kinder Morgan, Inc.",60650770432.0,23.333334,0.0374,Energy,Oil & Gas Midstream,USD,60650770432.0,S&P 500
KKR,KKR & Co. Inc.,153461309440.0,51.48607,0.0042,Financial Services,Asset Management,USD,153461309440.0,S&P 500
KLAC,KLA Corporation,95366864896.0,32.57058,0.0095,Technology,Semiconductor Equipment & Materials,USD,95366864896.0,S&P 500
KHC,The Kraft Heinz Company,35863982080.0,26.72072,0.0539,Consumer Defensive,Packaged Foods,USD,35863982080.0,S&P 500
KR,The Kroger Co.,44183384064.0,16.15344,0.0214,Consumer Defensive,Grocery Stores,USD,44183384064.0,S&P 500
LHX,"L3Harris Technologies, Inc.",40200130560.0,33.4306,0.0219,Industrials,Aerospace & Defense,USD,40200130560.0,S&P 500
LH,Labcorp Holdings Inc.,20593668096.0,46.72106,0.0117,Healthcare,Diagnostics & Research,USD,20593668096.0,S&P 500
LRCX,Lam Research Corporation,96694755328.0,22.841946,0.012200001,Technology,Semiconductor Equipment & Materials,USD,96694755328.0,S&P 500
LW,"Lamb Weston Holdings, Inc.",8773847040.0,24.216536,0.0184,Consumer Defensive,Packaged Foods,USD,8773847040.0,S&P 500
LVS,Las Vegas Sands Corp.,31487879168.0,22.158163,0.0184,Consumer Cyclical,Resorts & Casinos,USD,31487879168.0,S&P 500
LDOS,"Leidos Holdings, Inc.",18716647424.0,15.957908,0.0114,Technology,Information Technology Services,USD,18716647424.0,S&P 500
LEN,Lennar Corporation,34896289792.0,9.240391,0.0137,Consumer Cyclical,Residential Construction,USD,34896289792.0,S&P 500
LII,Lennox International Inc.,21511852032.0,26.811445,0.0069,Industrials,Building Products & Equipment,USD,21511852032.0,S&P 500
LLY,Eli Lilly and Company,723121995776.0,86.92757,0.0075,Healthcare,Drug Manufacturers - General,USD,723121995776.0,S&P 500
LIN,Linde plc,208709582848.0,33.231236,0.0127,Basic Materials,Specialty Chemicals,USD,208709582848.0,S&P 500
LYV,"Live Nation Entertainment, Inc.",32853440512.0,161.89774,,Communication Services,Entertainment,USD,32853440512.0,S&P 500
LKQ,LKQ Corporation,9836886016.0,13.9630995,0.0317,Consumer Cyclical,Auto Parts,USD,9836886016.0,S&P 500
LMT,Lockheed Martin Corporation,106949976064.0,20.365755,0.026199998,Industrials,Aerospace & Defense,USD,106949976064.0,S&P 500
L,Loews Corporation,18629951488.0,11.438829,0.0029,Financial Services,Insurance - Property & Casualty,USD,18629951488.0,S&P 500
LOW,"Lowe's Companies, Inc.",147785842688.0,21.792673,0.016900001,Consumer Cyclical,Home Improvement Retail,USD,147785842688.0,S&P 500
LULU,Lululemon Athletica Inc.,50072711168.0,29.772629,,Consumer Cyclical,Apparel Retail,USD,50072711168.0,S&P 500
LYB,LyondellBasell Industries N.V.,25285578752.0,11.814871,0.0688,Basic Materials,Specialty Chemicals,USD,25285578752.0,S&P 500
MTB,M&T Bank Corporation,33243930624.0,13.676451,0.0269,Financial Services,Banks - Regional,USD,33243930624.0,S&P 500
MPC,Marathon Petroleum Corporation,48655077376.0,11.753881,0.024,Energy,Oil & Gas Refining & Marketing,USD,48655077376.0,S&P 500
MKTX,MarketAxess Holdings Inc.,8256886784.0,29.673443,0.0135,Financial Services,Capital Markets,USD,8256886784.0,S&P 500
MAR,"Marriott International, Inc.",80494485504.0,30.299162,0.0087,Consumer Cyclical,Lodging,USD,80494485504.0,S&P 500
MMC,"Marsh & McLennan Companies, Inc.",107707957248.0,27.041924,0.0149,Financial Services,Insurance Brokers,USD,107707957248.0,S&P 500
MLM,"Martin Marietta Materials, Inc.",32993996800.0,16.749613,0.0058999998,Basic Materials,Building Materials,USD,32993996800.0,S&P 500
MAS,Masco Corporation,17193037824.0,21.194149,0.0146,Industrials,Building Products & Equipment,USD,17193037824.0,S&P 500
MA,Mastercard Incorporated,503705632768.0,41.481483,0.0055,Financial Services,Credit Services,USD,503705632768.0,S&P 500
MTCH,"Match Group, Inc.",8833381376.0,15.7757845,0.0216,Communication Services,Internet Content & Information,USD,8833381376.0,S&P 500
MKC,"McCormick & Company, Incorporated",20625393664.0,26.34589,0.024600001,Consumer Defensive,Packaged Foods,USD,20625393664.0,S&P 500
MCD,McDonald's Corporation,207898624000.0,25.448246,0.024400001,Consumer Cyclical,Restaurants,USD,207898624000.0,S&P 500
MCK,McKesson Corporation,76567666688.0,31.252851,0.0047,Healthcare,Medical Distribution,USD,76567666688.0,S&P 500
MDT,Medtronic plc,117214134272.0,27.95413,0.032,Healthcare,Medical Devices,USD,117214134272.0,S&P 500
MRK,"Merck & Co., Inc.",248613011456.0,20.560669,0.033,Healthcare,Drug Manufacturers - General,USD,248613011456.0,S&P 500
META,"Meta Platforms, Inc.",1707792269312.0,28.328728,0.003,Communication Services,Internet Content & Information,USD,1707792269312.0,S&P 500
MET,"MetLife, Inc.",59991265280.0,17.574038,0.0252,Financial Services,Insurance - Life,USD,59991265280.0,S&P 500
MTD,Mettler-Toledo International Inc.,28182654976.0,35.96822,,Healthcare,Diagnostics & Research,USD,28182654976.0,S&P 500
MGM,MGM Resorts International,10126137344.0,12.189963,,Consumer Cyclical,Resorts & Casinos,USD,10126137344.0,S&P 500
MCHP,Microchip Technology Incorporated,30088669184.0,38.90972,0.0325,Technology,Semiconductors,USD,30088669184.0,S&P 500
MU,"Micron Technology, Inc.",99172270080.0,25.5043,0.0044,Technology,Semiconductors,USD,99172270080.0,S&P 500
MSFT,Microsoft Corporation,3288670404608.0,35.58568,0.0075,Technology,Software - Infrastructure,USD,3288670404608.0,S&P 500
MAA,"Mid-America Apartment Communities, Inc.",17820663808.0,33.459457,0.040799998,Real Estate,REIT - Residential,USD,17820663808.0,S&P 500
MRNA,"Moderna, Inc.",15669788672.0,,,Healthcare,Biotechnology,USD,15669788672.0,S&P 500
MHK,"Mohawk Industries, Inc.",7949496832.0,14.198422,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USD,7949496832.0,S&P 500
MOH,"Molina Healthcare, Inc.",17404815360.0,15.477111,,Healthcare,Healthcare Plans,USD,17404815360.0,S&P 500
TAP,Molson Coors Beverage Company,11328546816.0,12.376126,0.032,Consumer Defensive,Beverages - Brewers,USD,11328546816.0,S&P 500
MDLZ,"Mondelez International, Inc.",76393668608.0,20.258865,0.032899998,Consumer Defensive,Confectioners,USD,76393668608.0,S&P 500
MPWR,"Monolithic Power Systems, Inc.",30183112704.0,69.91638,0.0081,Technology,Semiconductors,USD,30183112704.0,S&P 500
MNST,Monster Beverage Corporation,47750729728.0,31.47436,,Consumer Defensive,Beverages - Non-Alcoholic,USD,47750729728.0,S&P 500
MCO,Moody's Corporation,88861188096.0,44.860016,0.0069,Financial Services,Financial Data & Stock Exchanges,USD,88861188096.0,S&P 500
MS,Morgan Stanley,222906990592.0,17.4478,0.028299998,Financial Services,Capital Markets,USD,222906990592.0,S&P 500
MOS,The Mosaic Company,9110057984.0,25.380531,0.0307,Basic Materials,Agricultural Inputs,USD,9110057984.0,S&P 500
MSI,"Motorola Solutions, Inc.",77445537792.0,50.756844,0.0094,Technology,Communication Equipment,USD,77445537792.0,S&P 500
MSCI,MSCI Inc.,46478094336.0,42.17994,0.010199999,Financial Services,Financial Data & Stock Exchanges,USD,46478094336.0,S&P 500
NDAQ,"Nasdaq, Inc.",46974976000.0,42.347153,0.0117999995,Financial Services,Financial Data & Stock Exchanges,USD,46974976000.0,S&P 500
NTAP,"NetApp, Inc.",24453646336.0,22.191881,0.0164,Technology,Computer Hardware,USD,24453646336.0,S&P 500
NFLX,"Netflix, Inc.",418410496000.0,49.252266,,Communication Services,Entertainment,USD,418410496000.0,S&P 500
NEM,Newmont Corporation,47348137984.0,,0.024,Basic Materials,Gold,USD,47348137984.0,S&P 500
NWSA,News Corporation,16662590464.0,45.48387,0.0070999996,Communication Services,Entertainment,USD,16662590464.0,S&P 500
NWS,News Corporation,16662602752.0,51.112904,0.0063,Communication Services,Entertainment,USD,16662602752.0,S&P 500
NEE,"NextEra Energy, Inc.",145778196480.0,21.035608,0.0298,Utilities,Utilities - Regulated Electric,USD,145778196480.0,S&P 500
NKE,"NIKE, Inc.",113271775232.0,23.635803,0.0208,Consumer Cyclical,Footwear & Accessories,USD,113271775232.0,S&P 500
NI,NiSource Inc.,17102782464.0,22.341463,0.0306,Utilities,Utilities - Regulated Gas,USD,17102782464.0,S&P 500
NDSN,Nordson Corporation,12443427840.0,26.876698,0.0125,Industrials,Specialty Industrial Machinery,USD,12443427840.0,S&P 500
NSC,Norfolk Southern Corporation,58105651200.0,22.170984,0.0214,Industrials,Railroads,USD,58105651200.0,S&P 500
NTRS,Northern Trust Corporation,22066221056.0,11.525076,0.0274,Financial Services,Asset Management,USD,22066221056.0,S&P 500
NOC,Northrop Grumman Corporation,70157975552.0,29.669748,0.0171,Industrials,Aerospace & Defense,USD,70157975552.0,S&P 500
NCLH,Norwegian Cruise Line Holdings Ltd.,12514088960.0,24.964912,,Consumer Cyclical,Travel Services,USD,12514088960.0,S&P 500
NRG,"NRG Energy, Inc.",20372062208.0,24.893564,0.0175,Utilities,Utilities - Independent Power Producers,USD,20372062208.0,S&P 500
NUE,Nucor Corporation,29790724096.0,14.996454,0.018,Basic Materials,Steel,USD,29790724096.0,S&P 500
NVDA,NVIDIA Corporation,3029412872192.0,48.700787,0.00029999999,Technology,Semiconductors,USD,3029412872192.0,S&P 500
NVR,"NVR, Inc.",24760586240.0,15.723413,,Consumer Cyclical,Residential Construction,USD,24760586240.0,S&P 500
NXPI,NXP Semiconductors N.V.,54137769984.0,20.325382,0.019,Technology,Semiconductors,USD,54137769984.0,S&P 500
ORLY,"O'Reilly Automotive, Inc.",74361757696.0,31.843756,,Consumer Cyclical,Specialty Retail,USD,74361757696.0,S&P 500
OXY,Occidental Petroleum Corporation,45819289600.0,13.378082,0.018,Energy,Oil & Gas E&P,USD,45819289600.0,S&P 500
ODFL,"Old Dominion Freight Line, Inc.",39676469248.0,32.48951,0.0056,Industrials,Trucking,USD,39676469248.0,S&P 500
OMC,Omnicom Group Inc.,17054345216.0,11.859289,0.0323,Communication Services,Advertising Agencies,USD,17054345216.0,S&P 500
ON,ON Semiconductor Corporation,22895104000.0,13.342431,,Technology,Semiconductors,USD,22895104000.0,S&P 500
OKE,"ONEOK, Inc.",58516824064.0,21.266949,0.040999997,Energy,Oil & Gas Midstream,USD,58516824064.0,S&P 500
ORCL,Oracle Corporation,453163483136.0,39.710785,0.0083,Technology,Software - Infrastructure,USD,453163483136.0,S&P 500
OTIS,Otis Worldwide Corporation,37808984064.0,23.255527,0.0163,Industrials,Specialty Industrial Machinery,USD,37808984064.0,S&P 500
PCAR,PACCAR Inc,58150715392.0,14.036709,0.012,Industrials,Farm & Heavy Construction Machinery,USD,58150715392.0,S&P 500
PKG,Packaging Corporation of America,19318829056.0,24.089584,0.021,Consumer Cyclical,Packaging & Containers,USD,19318829056.0,S&P 500
PLTR,Palantir Technologies Inc.,181694889984.0,398.80002,,Technology,Software - Infrastructure,USD,181694889984.0,S&P 500
PANW,"Palo Alto Networks, Inc.",121672605696.0,48.03627,,Technology,Software - Infrastructure,USD,121672605696.0,S&P 500
PARA,Paramount Global,7873789440.0,,0.018,Communication Services,Entertainment,USD,7873789440.0,S&P 500
PH,Parker-Hannifin Corporation,85703065600.0,30.032024,0.0098,Industrials,Specialty Industrial Machinery,USD,85703065600.0,S&P 500
PAYX,"Paychex, Inc.",52889653248.0,30.989452,0.028900001,Technology,Software - Application,USD,52889653248.0,S&P 500
PAYC,"Paycom Software, Inc.",11905473536.0,24.875904,0.0073,Technology,Software - Application,USD,11905473536.0,S&P 500
PYPL,"PayPal Holdings, Inc.",88985452544.0,21.234451,,Financial Services,Credit Services,USD,88985452544.0,S&P 500
PNR,Pentair plc,16795731968.0,25.349127,0.0098,Industrials,Specialty Industrial Machinery,USD,16795731968.0,S&P 500
PEP,"PepsiCo, Inc.",206306131968.0,22.178465,0.036,Consumer Defensive,Beverages - Non-Alcoholic,USD,206306131968.0,S&P 500
PFE,Pfizer Inc.,150855286784.0,35.493336,0.0646,Healthcare,Drug Manufacturers - General,USD,150855286784.0,S&P 500
PCG,PG&E Corporation,34635522048.0,12.3359375,0.0063,Utilities,Utilities - Regulated Electric,USD,34635522048.0,S&P 500
PM,Philip Morris International Inc.,201490415616.0,20.56984,0.0417,Consumer Defensive,Tobacco,USD,201490415616.0,S&P 500
PSX,Phillips 66,50450735104.0,15.601533,0.0377,Energy,Oil & Gas Refining & Marketing,USD,50450735104.0,S&P 500
PNW,Pinnacle West Capital Corporation,9766830080.0,16.146616,0.0417,Utilities,Utilities - Regulated Electric,USD,9766830080.0,S&P 500
PNC,"The PNC Financial Services Group, Inc.",80050536448.0,14.7039995,0.0319,Financial Services,Banks - Regional,USD,80050536448.0,S&P 500
POOL,Pool Corporation,13117730816.0,29.587984,0.0139,Industrials,Industrial Distribution,USD,13117730816.0,S&P 500
PPG,"PPG Industries, Inc.",28392159232.0,19.394611,0.0222,Basic Materials,Specialty Chemicals,USD,28392159232.0,S&P 500
PPL,PPL Corporation,24153757696.0,29.486486,0.0315,Utilities,Utilities - Regulated Electric,USD,24153757696.0,S&P 500
PFG,"Principal Financial Group, Inc.",19071172608.0,,0.035,Financial Services,Asset Management,USD,19071172608.0,S&P 500
PG,The Procter & Gamble Company,389784403968.0,26.469744,0.0249,Consumer Defensive,Household & Personal Products,USD,389784403968.0,S&P 500
PGR,The Progressive Corporation,144343826432.0,17.123001,0.0199,Financial Services,Insurance - Property & Casualty,USD,144343826432.0,S&P 500
PLD,"Prologis, Inc.",110372274176.0,36.00302,0.0327,Real Estate,REIT - Industrial,USD,110372274176.0,S&P 500
PRU,"Prudential Financial, Inc.",43541041152.0,10.893144,0.0425,Financial Services,Insurance - Life,USD,43541041152.0,S&P 500
PEG,Public Service Enterprise Group Incorporated,40704978944.0,20.073708,0.0294,Utilities,Utilities - Regulated Electric,USD,40704978944.0,S&P 500
PTC,PTC Inc.,22756913152.0,60.602566,,Technology,Software - Application,USD,22756913152.0,S&P 500
PSA,Public Storage,51549351936.0,30.493267,0.040799998,Real Estate,REIT - Industrial,USD,51549351936.0,S&P 500
PHM,"PulteGroup, Inc.",23172214784.0,8.338745,0.0078,Consumer Cyclical,Residential Construction,USD,23172214784.0,S&P 500
PWR,"Quanta Services, Inc.",43958853632.0,54.944645,0.0013,Industrials,Engineering & Construction,USD,43958853632.0,S&P 500
QCOM,QUALCOMM Incorporated,189806510080.0,19.185476,0.0198,Technology,Semiconductors,USD,189806510080.0,S&P 500
DGX,Quest Diagnostics Incorporated,17349435392.0,20.86443,0.019299999,Healthcare,Diagnostics & Research,USD,17349435392.0,S&P 500
RL,Ralph Lauren Corporation,15947464704.0,24.504772,0.0128,Consumer Cyclical,Apparel Manufacturing,USD,15947464704.0,S&P 500
RJF,"Raymond James Financial, Inc.",35229696000.0,17.734022,0.0116,Financial Services,Asset Management,USD,35229696000.0,S&P 500
RTX,RTX Corporation,166550536192.0,35.247887,0.0202,Industrials,Aerospace & Defense,USD,166550536192.0,S&P 500
O,Realty Income Corporation,47313907712.0,51.485718,0.0586,Real Estate,REIT - Retail,USD,47313907712.0,S&P 500
REG,Regency Centers Corporation,13025001472.0,33.64623,0.0395,Real Estate,REIT - Retail,USD,13025001472.0,S&P 500
REGN,"Regeneron Pharmaceuticals, Inc.",75524104192.0,17.007425,,Healthcare,Biotechnology,USD,75524104192.0,S&P 500
RF,Regions Financial Corporation,22339876864.0,12.735751,0.040799998,Financial Services,Banks - Regional,USD,22339876864.0,S&P 500
RSG,"Republic Services, Inc.",66485301248.0,34.02404,0.0109,Industrials,Waste Management,USD,66485301248.0,S&P 500
RMD,ResMed Inc.,37118836736.0,33.53581,0.0084,Healthcare,Medical Instruments & Supplies,USD,37118836736.0,S&P 500
RVTY,"Revvity, Inc.",15032630272.0,59.10048,0.0023,Healthcare,Diagnostics & Research,USD,15032630272.0,S&P 500
ROK,"Rockwell Automation, Inc.",31524902912.0,33.683575,0.0188,Industrials,Specialty Industrial Machinery,USD,31524902912.0,S&P 500
ROL,"Rollins, Inc.",23609868288.0,50.25773,0.0135,Consumer Cyclical,Personal Services,USD,23609868288.0,S&P 500
ROP,"Roper Technologies, Inc.",58227494912.0,39.986748,0.0061000003,Technology,Software - Application,USD,58227494912.0,S&P 500
ROST,"Ross Stores, Inc.",49538834432.0,23.645668,0.010299999,Consumer Cyclical,Apparel Retail,USD,49538834432.0,S&P 500
RCL,Royal Caribbean Cruises Ltd.,72358297600.0,24.440508,0.0093,Consumer Cyclical,Travel Services,USD,72358297600.0,S&P 500
SPGI,S&P Global Inc.,160493355008.0,45.650482,0.0069999998,Financial Services,Financial Data & Stock Exchanges,USD,160493355008.0,S&P 500
CRM,"Salesforce, Inc.",338777997312.0,58.512394,0.0047999998,Technology,Software - Application,USD,338777997312.0,S&P 500
SBAC,SBA Communications Corporation,21300307968.0,31.246058,0.0198,Real Estate,REIT - Specialty,USD,21300307968.0,S&P 500
SLB,Schlumberger Limited,57350799360.0,13.163987,0.026800001,Energy,Oil & Gas Equipment & Services,USD,57350799360.0,S&P 500
STX,Seagate Technology Holdings plc,21039441920.0,18.06909,0.028399998,Technology,Computer Hardware,USD,21039441920.0,S&P 500
SRE,Sempra,51926048768.0,18.05727,0.030299999,Utilities,Utilities - Diversified,USD,51926048768.0,S&P 500
NOW,"ServiceNow, Inc.",235950309376.0,166.70992,,Technology,Software - Application,USD,235950309376.0,S&P 500
SHW,The Sherwin-Williams Company,90770333696.0,35.826042,0.007900001,Basic Materials,Specialty Chemicals,USD,90770333696.0,S&P 500
SPG,"Simon Property Group, Inc.",65193377792.0,23.089096,0.0484,Real Estate,REIT - Retail,USD,65193377792.0,S&P 500
SWKS,"Skyworks Solutions, Inc.",14492408832.0,24.433605,0.0335,Technology,Semiconductors,USD,14492408832.0,S&P 500
SJM,The J. M. Smucker Company,11268389888.0,21.39192,0.038,Consumer Defensive,Packaged Foods,USD,11268389888.0,S&P 500
SW,Smurfit Westrock Plc,27859556352.0,74.388885,0.035099998,Consumer Cyclical,Packaging & Containers,USD,27859556352.0,S&P 500
SNA,Snap-on Incorporated,18531000320.0,18.151157,0.0242,Industrials,Tools & Accessories,USD,18531000320.0,S&P 500
SOLV,Solventum Corporation,12870395904.0,196.05263,,Healthcare,Health Information Services,USD,12870395904.0,S&P 500
SO,The Southern Company,90755178496.0,19.307693,0.0348,Utilities,Utilities - Regulated Electric,USD,90755178496.0,S&P 500
LUV,Southwest Airlines Co.,18981677056.0,,0.0227,Industrials,Airlines,USD,18981677056.0,S&P 500
SWK,"Stanley Black & Decker, Inc.",13626555392.0,,0.037100002,Industrials,Tools & Accessories,USD,13626555392.0,S&P 500
SBUX,Starbucks Corporation,123339276288.0,34.913185,0.024300002,Consumer Cyclical,Restaurants,USD,123339276288.0,S&P 500
STT,State Street Corporation,29122052096.0,12.2838,0.030299999,Financial Services,Asset Management,USD,29122052096.0,S&P 500
STLD,"Steel Dynamics, Inc.",19665485824.0,13.127032,0.015,Basic Materials,Steel,USD,19665485824.0,S&P 500
STE,STERIS plc,21743243264.0,37.02185,0.0104,Healthcare,Medical Devices,USD,21743243264.0,S&P 500
SYK,Stryker Corporation,149082144768.0,50.52584,0.0085,Healthcare,Medical Devices,USD,149082144768.0,S&P 500
SMCI,"Super Micro Computer, Inc.",16278706176.0,13.830846,,Technology,Computer Hardware,USD,16278706176.0,S&P 500
SYF,Synchrony Financial,26703390720.0,8.043274,0.015,Financial Services,Credit Services,USD,26703390720.0,S&P 500
SNPS,"Synopsys, Inc.",79253692416.0,55.548218,,Technology,Software - Infrastructure,USD,79253692416.0,S&P 500
SYY,Sysco Corporation,35185422336.0,18.441025,0.026500002,Consumer Defensive,Food Distribution,USD,35185422336.0,S&P 500
TMUS,"T-Mobile US, Inc.",269147979776.0,26.812996,0.0159,Communication Services,Telecom Services,USD,269147979776.0,S&P 500
TROW,"T. Rowe Price Group, Inc.",25394995200.0,12.520263,0.0434,Financial Services,Asset Management,USD,25394995200.0,S&P 500
TTWO,"Take-Two Interactive Software, Inc.",33384937472.0,,,Communication Services,Electronic Gaming & Multimedia,USD,33384937472.0,S&P 500
TPR,"Tapestry, Inc.",17335547904.0,21.562319,0.0188,Consumer Cyclical,Luxury Goods,USD,17335547904.0,S&P 500
TRGP,Targa Resources Corp.,44236263424.0,36.61733,0.0148,Energy,Oil & Gas Midstream,USD,44236263424.0,S&P 500
